489.18,538.38,293.09,595.43,861.42,917.01,477.21,966.96,523.04,609.52,386.63,86.51,161.91,383.85,79.37,246.33,558.02,0.00,372.54,344.82,479.56,609.51,860.95,513.81,518.83,625.44,145.29,857.63,189.29,774.94,762.97,0.00
137.68,597.73,82.65,785.17,985.11,1143.42,618.27,1109.23,599.81,829.83,601.32,301.70,470.08,452.82,304.87,602.24,771.33,372.54,0.00,77.93,645.51,612.28,1064.41,444.81,748.34,848.09,227.41,938.24,185.55,917.06,983.50,0.00
210.45,519.81,67.12,710.81,907.31,1069.80,542.58,1031.60,522.05,757.49,531.65,287.28,419.32,376.04,269.66,558.38,698.92,344.82,77.93,0.00,570.97,535.34,989.42,369.68,677.71,775.80,203.01,860.42,157.38,839.76,910.12,0.00
781.38,168.48,578.28,139.87,381.90,499.38,43.07,490.95,141.05,194.45,106.73,538.06,331.80,203.42,458.04,393.45,138.28,479.56,645.51,570.97,0.00,267.09,419.02,340.92,139.31,212.51,514.69,386.13,520.11,296.59,340.48,0.00
729.64,100.13,572.56,345.55,404.93,657.60,227.63,532.32,127.59,419.60,347.84,635.74,507.63,225.77,555.83,615.98,378.84,609.51,612.28,535.34,267.09,0.00,559.47,174.61,398.00,433.85,577.89,334.40,561.38,364.85,520.84,0.00
1199.86,506.61,997.02,280.01,225.17,100.54,447.34,197.80,491.74,251.44,482.09,932.70,699.58,616.18,858.01,688.11,304.97,860.95,1064.41,989.42,419.02,559.47,0.00,709.12,342.12,235.67,923.63,334.38,934.14,203.53,103.73,0.00
557.12,202.76,414.29,460.24,575.12,803.28,298.43,702.69,220.57,528.27,377.34,519.18,454.62,178.47,446.50,588.70,476.43,513.81,444.81,369.68,340.92,174.61,709.12,0.00,479.72,545.19,448.10,508.94,422.51,525.71,654.95,0.00
885.91,303.21,674.73,102.21,384.10,403.77,182.33,466.14,276.62,90.69,147.66,591.25,357.61,330.83,518.12,364.03,46.96,518.83,748.34,677.71,139.31,398.00,342.12,479.72,0.00,106.93,587.10,426.34,601.86,292.83,245.76,0.00
985.28,351.00,776.36,88.33,309.97,298.19,251.02,373.76,327.86,18.35,251.64,698.18,463.95,415.59,624.84,459.44,76.89,625.44,848.09,775.80,212.51,433.85,235.67,545.19,106.93,0.00,693.02,374.78,706.56,223.20,139.11,0.00
348.34,527.04,147.96,646.42,888.64,990.85,500.11,1003.96,518.57,675.61,441.94,86.82,260.06,364.77,81.80,379.75,619.36,145.29,227.41,203.01,514.69,577.89,923.63,448.10,587.10,693.02,0.00,866.33,45.64,808.51,832.08,0.00
1060.69,343.97,889.90,324.59,111.15,430.38,381.00,218.21,348.48,374.13,491.46,906.16,716.90,503.48,824.09,772.71,381.17,857.63,938.24,860.42,386.13,334.40,334.38,508.94,426.34,374.78,866.33,0.00,859.96,158.20,361.03,0.00
311.80,517.63,104.25,655.11,887.96,1004.74,501.95,1005.81,511.48,688.81,454.94,131.39,290.49,356.49,119.36,417.47,631.59,189.29,185.55,157.38,520.11,561.38,934.14,422.51,601.86,706.56,45.64,859.96,0.00,810.34,845.17,0.00
1048.04,328.65,857.76,192.56,91.39,304.07,308.59,195.52,320.27,225.71,390.65,834.63,622.20,464.79,754.40,654.15,245.88,774.94,917.06,839.76,296.59,364.85,203.53,525.71,292.83,223.20,808.51,158.20,810.34,0.00,206.26,0.00
1120.21,453.34,913.16,201.56,264.90,160.09,374.17,281.01,434.40,156.49,390.44,836.76,601.15,542.95,763.86,584.81,213.71,762.97,983.50,910.12,340.48,520.84,103.73,654.95,245.76,139.11,832.08,361.03,845.17,206.26,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
