1078.20,42.84,263.06,1112.73,114.71,380.18,1044.00,78.89,826.01,320.49,839.85,157.77,0.00,1003.76,553.28,384.96,401.59,797.24,922.50,79.00,719.69,654.12,326.98,982.41,469.02,258.30,458.32,256.45,538.30,463.94,570.53,0.00
309.57,1030.39,775.41,269.44,895.42,1062.19,154.71,1074.61,241.84,839.30,257.72,850.89,1003.76,0.00,519.74,652.06,615.81,295.13,166.42,1048.93,285.86,376.89,676.94,115.94,572.29,755.59,570.65,803.67,487.95,752.95,486.13,0.00
716.06,567.50,416.04,566.54,438.66,542.46,616.75,609.58,447.75,322.99,300.31,430.29,553.28,519.74,0.00,352.53,166.80,455.59,395.28,576.05,257.47,328.23,276.85,547.47,88.30,297.80,312.33,310.28,297.39,238.66,36.51,0.00
693.71,421.40,127.51,815.01,301.71,617.24,669.34,463.23,449.17,408.76,550.19,228.63,384.96,652.06,352.53,0.00,209.46,415.61,608.92,450.01,386.86,280.57,123.23,612.04,277.46,219.63,81.45,308.75,164.77,457.98,343.51,0.00
749.74,421.99,250.97,711.47,287.87,485.25,680.98,465.72,478.29,254.61,438.34,266.86,401.59,615.81,166.80,209.46,0.00,466.84,521.85,436.60,330.34,317.78,111.71,614.18,79.13,143.84,200.84,190.77,231.45,257.91,174.34,0.00
285.50,831.05,542.93,540.71,702.30,951.76,259.94,874.19,53.72,720.48,371.04,639.48,797.24,295.13,455.59,415.61,466.84,0.00,353.59,856.49,221.43,150.17,482.55,213.93,461.27,580.72,338.98,652.25,260.11,684.94,420.01,0.00
463.46,943.84,721.43,208.02,809.52,931.34,315.03,987.54,304.18,717.95,100.94,778.37,922.50,166.42,395.28,608.92,521.85,353.59,0.00,957.69,223.05,368.12,603.48,259.57,463.56,665.66,531.32,698.90,456.52,615.18,366.45,0.00
1139.77,36.44,333.26,1141.44,155.19,318.29,1097.98,40.68,882.27,305.43,870.62,221.69,79.00,1048.93,576.05,450.01,436.60,856.49,957.69,0.00,763.25,710.46,377.44,1034.68,496.47,293.82,519.21,267.13,596.42,453.53,597.37,0.00
460.01,745.28,502.81,430.71,610.18,790.89,361.41,789.47,199.01,562.75,184.36,569.07,719.69,285.86,257.47,386.86,330.34,221.43,223.05,763.25,0.00,159.34,393.91,292.43,292.75,469.76,308.46,519.42,233.89,495.95,221.08,0.00
435.42,686.34,407.34,574.67,555.60,803.03,390.52,729.93,171.97,572.13,343.35,496.66,654.12,376.89,328.23,280.57,317.78,150.17,368.12,710.46,159.34,0.00,334.32,331.62,319.12,431.04,199.92,502.11,116.80,545.98,295.31,0.00
767.68,355.50,139.40,801.38,222.25,501.02,720.54,399.60,505.57,286.47,528.55,175.44,326.98,676.94,276.85,123.23,111.71,482.55,603.48,377.44,393.91,334.32,0.00,657.42,190.44,103.93,157.12,189.84,223.66,338.87,279.70,0.00
203.98,1012.72,738.96,385.24,879.54,1083.21,69.29,1056.71,167.08,854.39,332.49,825.85,982.41,115.94,547.47,612.04,614.18,213.93,259.57,1034.68,292.43,331.62,657.42,0.00,584.32,746.10,531.54,804.94,448.29,785.96,511.56,0.00
736.45,485.55,329.83,645.28,354.33,499.49,652.82,528.40,463.75,270.10,374.22,342.31,469.02,572.29,88.30,277.46,79.13,461.27,463.56,496.47,292.75,319.12,190.44,584.32,0.00,211.63,251.22,235.40,257.91,227.50,101.55,0.00
866.22,278.20,177.61,854.43,144.13,398.38,811.12,322.02,600.20,193.30,581.65,138.13,258.30,755.59,297.80,219.63,143.84,580.72,665.66,293.82,469.76,431.04,103.93,746.10,211.63,0.00,261.04,89.46,324.58,278.54,312.84,0.00
620.67,492.70,207.43,738.37,366.63,656.58,589.80,535.55,369.98,435.83,477.38,300.60,458.32,570.65,312.33,81.45,200.84,338.98,531.32,519.21,308.46,199.92,157.12,531.54,251.22,261.04,0.00,345.26,83.50,458.75,296.08,0.00
936.95,262.58,259.19,876.76,149.45,311.39,871.73,302.61,667.09,106.55,608.20,188.77,256.45,803.67,310.28,308.75,190.77,652.25,698.90,267.13,519.42,502.11,189.84,804.94,235.40,89.46,345.26,0.00,402.24,218.68,333.97,0.00
544.47,571.33,290.83,664.44,442.21,710.30,507.23,614.67,287.98,482.83,410.87,380.62,538.30,487.95,297.39,164.77,231.45,260.11,456.52,596.42,233.89,116.80,223.66,448.29,257.91,324.58,83.50,402.24,0.00,481.60,272.81,0.00
952.99,459.94,454.10,758.17,365.90,318.50,855.25,493.34,682.40,148.28,514.98,404.91,463.94,752.95,238.66,457.98,257.91,684.94,615.18,453.53,495.95,545.98,338.87,785.96,227.50,278.54,458.75,218.68,481.60,0.00,274.91,0.00
679.56,586.98,417.27,544.09,455.85,576.31,580.82,629.71,411.43,354.23,274.23,441.09,570.53,486.13,36.51,343.51,174.34,420.01,366.45,597.37,221.08,295.31,279.70,511.56,101.55,312.84,296.08,333.97,272.81,274.91,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
