464.48,261.11,415.03,685.72,755.72,948.53,368.82,509.44,1035.12,394.70,558.57,138.48,683.90,286.56,0.00,675.08,124.11,143.12,685.28,856.58,650.78,687.75,587.81,882.97,463.18,328.04,178.67,353.40,659.95,563.95,796.93,0.00
932.04,750.06,286.05,59.70,91.37,282.72,641.42,437.95,360.34,578.70,132.54,736.32,186.20,405.68,675.08,0.00,788.96,555.94,187.17,218.25,168.21,47.24,465.92,251.03,267.87,668.56,636.04,706.72,380.58,249.12,229.39,0.00
494.74,323.44,536.89,803.18,866.44,1057.20,466.64,630.03,1149.27,502.85,667.68,192.66,781.47,409.32,124.11,788.96,0.00,236.58,782.76,976.37,773.01,798.30,707.19,986.07,586.22,419.32,207.81,436.56,783.06,655.77,894.57,0.00
579.74,364.96,325.56,574.54,631.07,820.96,416.11,481.54,915.59,417.54,432.04,265.70,546.37,212.22,143.12,555.94,236.58,0.00,547.70,751.34,558.04,562.98,562.64,749.66,380.36,390.50,114.44,425.23,609.42,423.31,659.58,0.00
1021.60,820.38,378.43,246.80,169.89,302.52,747.31,584.45,427.26,694.06,165.77,776.52,1.56,464.18,685.28,187.17,782.76,547.70,0.00,372.25,349.95,143.10,627.24,210.38,387.08,763.11,597.89,803.70,557.45,132.93,111.88,0.00
1036.55,882.52,443.26,179.85,203.05,241.68,741.10,496.93,222.62,671.01,348.73,895.32,371.90,572.42,856.58,218.25,976.37,751.34,372.25,0.00,216.89,241.93,488.20,296.57,402.31,780.01,841.09,813.00,368.21,463.29,353.27,0.00
824.28,665.71,236.16,115.74,241.74,399.66,528.49,295.04,429.23,459.71,232.05,680.67,348.80,364.27,650.78,168.21,773.01,558.04,349.95,216.89,0.00,215.44,307.44,400.54,189.00,565.17,657.71,599.33,212.83,377.21,396.42,0.00
964.35,777.48,314.06,105.10,68.14,261.45,676.33,480.47,354.56,615.38,131.09,756.63,142.27,427.36,687.75,47.24,798.30,562.98,143.10,241.93,215.44,0.00,511.18,215.05,302.50,701.09,636.35,739.94,427.67,221.71,183.16,0.00
579.00,480.83,306.83,421.16,547.57,703.12,303.36,81.10,710.80,235.28,472.06,551.75,625.84,358.76,587.81,465.92,707.19,562.64,627.24,488.20,307.44,511.18,0.00,707.71,264.21,355.26,677.08,375.07,125.60,606.48,694.20,0.00
1179.33,990.52,528.45,286.98,161.74,106.96,891.10,686.75,243.53,829.35,329.22,962.81,211.38,637.14,882.97,251.03,986.07,749.66,210.38,296.57,400.54,215.05,707.71,0.00,517.14,916.12,806.47,954.99,608.31,343.30,110.60,0.00
664.33,488.17,56.80,251.31,359.24,547.20,373.96,204.18,602.79,313.26,222.35,493.01,385.56,176.92,463.18,267.87,586.22,380.36,387.08,402.31,189.00,302.50,264.21,517.14,0.00,400.89,487.05,438.86,251.60,345.48,473.60,0.00
263.48,127.96,389.18,649.92,759.90,947.61,54.56,301.37,993.98,120.30,600.45,231.22,761.56,307.46,328.04,668.56,419.32,390.50,763.11,780.01,565.17,701.09,355.26,916.12,400.89,0.00,485.16,41.11,467.96,680.09,862.17,0.00
643.11,436.79,430.96,661.81,703.40,886.78,516.92,595.98,990.89,525.46,506.19,317.14,596.73,324.75,178.67,636.04,207.81,114.44,597.89,841.09,657.71,636.35,677.08,806.47,487.05,485.16,0.00,516.26,721.87,466.50,708.29,0.00
225.99,125.26,428.93,686.66,798.09,984.79,73.47,327.54,1028.52,144.95,640.70,244.84,802.14,348.56,353.40,706.72,436.56,425.23,803.70,813.00,599.33,739.94,375.07,954.99,438.86,41.11,516.26,0.00,491.99,721.19,902.26,0.00
702.09,589.36,306.32,328.15,452.91,592.47,418.87,167.61,590.09,348.13,418.22,645.00,556.19,397.29,659.95,380.58,783.06,609.42,557.45,368.21,212.83,427.67,125.60,608.31,251.60,467.96,721.87,491.99,0.00,562.02,609.25,0.00
930.51,721.89,318.26,302.93,274.90,432.92,672.31,549.61,552.51,627.65,145.96,664.68,131.92,373.04,563.95,249.12,655.77,423.31,132.93,463.29,377.21,221.71,606.48,343.30,345.48,680.09,466.50,721.19,562.02,0.00,241.86,0.00
1123.03,925.56,473.62,281.75,164.37,214.83,842.78,661.05,349.30,785.86,262.01,886.19,113.21,569.08,796.93,229.39,894.57,659.58,111.88,353.27,396.42,183.16,694.20,110.60,473.60,862.17,708.29,902.26,609.25,241.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
