983.35,363.32,151.89,248.70,108.15,313.14,239.46,266.61,325.18,332.00,0.00,825.86,847.48,503.48,743.73,807.99,313.93,477.57,468.59,207.93,384.24,335.66,850.82,507.50,576.60,196.62,588.78,290.40,800.92,489.77,442.92,0.00
245.05,669.15,957.36,810.13,795.95,1044.44,1028.72,1032.33,551.98,1001.15,825.86,0.00,118.09,363.52,277.03,45.47,547.98,445.38,407.12,618.31,822.19,912.55,126.88,365.87,432.86,754.88,237.88,601.35,211.50,347.62,845.78,0.00
150.14,640.31,967.84,795.94,832.38,1035.64,1032.44,1030.67,605.47,984.40,847.48,118.09,0.00,431.20,390.13,82.63,597.17,521.08,473.51,640.60,788.30,888.90,8.86,435.82,377.87,749.92,270.40,654.27,328.97,357.71,804.14,0.00
581.34,495.45,649.96,572.37,450.73,774.78,731.93,746.92,194.24,753.69,503.48,363.52,431.20,0.00,245.05,363.56,195.91,94.08,43.59,312.47,639.38,690.42,437.93,10.05,417.08,499.02,178.81,242.66,297.44,198.72,683.80,0.00
521.01,719.63,892.41,813.64,680.43,1019.81,975.60,991.60,422.12,997.47,743.73,277.03,390.13,245.05,0.00,307.61,430.36,273.48,275.54,557.44,869.83,930.31,398.93,239.15,570.69,742.09,287.45,465.23,84.19,383.27,909.32,0.00
224.63,634.86,935.76,780.31,783.72,1016.67,1004.95,1006.79,546.26,970.92,807.99,45.47,82.63,363.56,307.61,0.00,540.31,450.12,406.80,600.06,786.95,880.21,91.38,367.11,391.72,727.74,219.81,595.56,248.67,323.03,808.68,0.00
744.76,412.74,464.16,433.03,254.82,604.65,549.35,569.49,23.95,596.53,313.93,547.98,597.17,195.91,430.36,540.31,0.00,165.30,157.02,153.80,530.31,551.88,602.57,198.17,456.23,354.39,326.91,59.25,491.06,269.54,583.73,0.00
671.02,537.22,628.63,587.45,407.80,769.38,714.34,734.78,152.40,758.36,477.57,445.38,521.08,94.08,273.48,450.12,165.30,0.00,62.54,311.46,671.22,706.88,528.13,87.16,497.78,510.19,272.87,192.41,343.10,280.00,720.37,0.00
623.62,488.33,616.87,552.64,411.26,747.36,700.20,717.05,153.02,730.08,468.59,407.12,473.51,43.59,275.54,406.80,157.02,62.54,0.00,284.68,627.57,671.60,480.10,42.61,435.57,477.35,216.07,200.69,334.04,217.53,674.44,0.00
778.70,277.78,343.08,279.24,205.07,462.82,421.59,434.68,175.19,447.13,207.93,618.31,640.60,312.47,557.44,600.06,153.80,311.46,284.68,0.00,380.27,398.21,644.18,318.34,402.22,200.69,380.94,171.15,606.49,283.23,435.56,0.00
884.16,154.32,364.83,135.83,478.24,305.87,366.92,336.63,553.14,229.32,384.24,822.19,788.30,639.38,869.83,786.95,530.31,671.22,627.57,380.27,0.00,121.79,787.53,648.11,416.43,198.88,610.74,550.95,894.11,496.78,59.29,0.00
992.70,249.08,273.48,119.43,440.83,184.95,256.64,221.26,572.59,107.61,335.66,912.55,888.90,690.42,930.31,880.21,551.88,706.88,671.60,398.21,121.79,0.00,888.86,698.21,525.47,197.52,689.79,559.80,963.61,573.99,155.06,0.00
143.57,640.10,970.30,796.71,836.74,1036.65,1034.37,1032.22,611.13,984.84,850.82,126.88,8.86,437.93,398.93,91.38,602.57,528.13,480.10,644.18,787.53,888.86,0.00,442.67,376.02,751.42,275.68,659.84,337.81,361.10,802.74,0.00
585.94,504.64,654.60,579.98,452.87,780.94,736.98,752.48,195.29,760.65,507.50,365.87,435.82,10.05,239.15,367.11,198.17,87.16,42.61,318.34,648.11,698.21,442.67,0.00,426.97,506.27,186.28,243.22,293.68,208.68,692.81,0.00
467.92,278.71,660.65,449.32,605.23,689.06,708.04,696.26,476.84,627.55,576.60,432.86,377.87,417.08,570.69,391.72,456.23,497.78,435.57,402.22,416.43,525.47,376.02,426.97,0.00,424.10,283.84,511.23,562.59,218.69,427.43,0.00
870.76,172.90,237.79,78.89,281.51,289.69,286.07,280.81,375.26,255.73,196.62,754.88,749.92,499.02,742.09,727.74,354.39,510.19,477.35,200.69,198.88,197.52,751.42,506.27,424.10,0.00,521.71,364.48,781.56,407.69,258.02,0.00
417.99,456.58,719.53,581.63,564.67,811.26,791.61,796.51,335.99,772.53,588.78,237.88,270.40,178.81,287.45,219.81,326.91,272.87,216.07,380.94,610.74,689.79,275.68,186.28,283.84,521.71,0.00,384.43,289.35,115.82,642.84,0.00
802.42,445.11,442.29,443.19,215.39,594.04,529.60,553.91,49.38,594.11,290.40,601.35,654.27,242.66,465.23,595.56,59.25,192.41,200.69,171.15,550.95,559.80,659.84,243.22,511.23,364.48,384.43,0.00,531.25,328.65,606.63,0.00
449.72,741.09,946.84,849.62,744.74,1065.13,1027.76,1040.81,485.68,1037.14,800.92,211.50,328.97,297.44,84.19,248.67,491.06,343.10,334.04,606.49,894.11,963.61,337.81,293.68,562.59,781.56,289.35,531.25,0.00,398.32,929.41,0.00
495.97,343.10,613.11,466.10,479.82,697.39,682.00,684.76,285.49,657.11,489.77,347.62,357.71,198.72,383.27,323.03,269.54,280.00,217.53,283.23,496.78,573.99,361.10,208.68,218.69,407.69,115.82,328.65,398.32,0.00,531.10,0.00
891.70,189.74,416.22,194.24,537.51,338.22,410.28,376.22,606.87,257.25,442.92,845.78,804.14,683.80,909.32,808.68,583.73,720.37,674.44,435.56,59.29,155.06,802.74,692.81,427.43,258.02,642.84,606.63,929.41,531.10,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
