613.74,288.56,559.74,148.33,255.72,599.18,508.09,703.76,361.88,448.87,663.81,397.46,330.40,340.26,480.31,373.60,0.00,361.17,328.99,350.93,581.93,504.44,392.20,297.99,117.49,524.68,587.05,360.28,547.98,7.95,486.78,0.00
451.36,145.27,258.12,243.66,590.12,800.44,367.14,846.97,706.69,670.08,856.29,237.87,288.27,488.16,634.02,689.49,361.17,0.00,162.81,569.04,305.82,258.46,162.57,484.23,263.73,572.80,752.22,421.55,622.89,357.00,199.73,0.00
324.99,46.58,417.87,181.01,583.46,870.11,518.52,940.11,690.71,727.52,930.83,383.69,405.16,564.42,716.84,697.68,328.99,162.81,0.00,623.41,252.94,176.31,317.12,545.62,279.04,687.70,834.93,521.88,731.85,322.20,162.24,0.00
940.10,576.91,633.25,468.91,223.36,250.76,448.75,356.11,297.85,104.11,314.48,430.19,325.62,108.02,145.35,209.29,350.93,569.04,623.41,0.00,859.90,793.37,486.29,85.92,345.70,269.49,237.87,211.16,259.29,358.58,753.60,0.00
210.79,294.95,462.68,433.86,836.09,1099.67,650.27,1152.33,943.62,963.25,1157.45,534.12,594.05,788.03,936.86,949.09,581.93,305.82,252.94,859.90,0.00,80.98,454.02,777.81,523.62,877.79,1055.46,726.84,928.51,575.14,107.34,0.00
202.37,220.50,454.87,356.12,759.49,1036.66,619.31,1096.62,865.55,897.25,1095.80,495.04,543.70,726.75,877.50,873.99,504.44,258.46,176.31,793.37,80.98,0.00,416.91,712.98,452.46,829.42,996.19,672.24,878.02,497.47,70.02,0.00
613.23,287.44,169.72,328.28,568.03,692.26,204.57,717.00,686.32,578.40,742.28,80.40,164.92,388.64,519.15,645.92,392.20,162.57,317.12,486.29,454.02,416.91,0.00,401.10,275.08,430.44,633.47,301.46,484.31,391.22,353.03,0.00
865.87,499.04,550.98,400.02,243.31,324.50,378.37,409.00,341.34,186.03,385.61,347.45,242.31,53.45,183.22,268.48,297.99,484.23,545.62,85.92,777.81,712.98,401.10,0.00,271.76,251.36,295.42,142.24,260.04,305.03,671.08,0.00
594.78,232.93,443.40,131.79,326.68,594.74,397.99,677.07,442.96,449.70,656.86,281.53,224.40,299.07,450.70,430.32,117.49,263.73,279.04,345.70,523.62,452.46,275.08,271.76,0.00,457.97,566.28,286.21,491.18,117.23,420.48,0.00
1010.91,644.09,517.81,587.67,486.56,319.33,283.91,294.19,567.23,284.77,349.02,351.17,285.84,198.30,167.42,475.15,524.68,572.80,687.70,269.49,877.79,829.42,430.44,251.36,457.97,0.00,239.94,172.09,57.41,530.45,772.48,0.00
1158.04,788.56,745.60,695.41,436.51,84.12,518.62,118.70,468.65,158.73,111.11,560.22,471.17,270.50,118.70,365.87,587.05,752.22,834.93,237.87,1055.46,996.19,633.47,295.42,566.28,239.94,0.00,333.48,186.33,594.54,948.12,0.00
846.63,477.15,430.58,415.58,379.84,390.91,238.04,425.50,482.80,286.47,441.20,232.62,137.75,103.14,217.78,410.10,360.28,421.55,521.88,211.16,726.84,672.24,301.46,142.24,286.21,172.09,333.48,0.00,210.54,365.38,619.88,0.00
1056.21,687.42,575.12,622.43,481.96,267.96,341.29,237.00,552.68,253.71,293.68,405.74,334.73,210.21,133.59,456.21,547.98,622.89,731.85,259.29,928.51,878.02,484.31,260.04,491.18,57.41,186.33,210.54,0.00,554.25,822.58,0.00
605.94,282.11,558.27,141.37,263.03,606.97,510.10,711.15,368.54,456.68,671.59,398.10,332.80,346.89,487.51,381.19,7.95,357.00,322.20,358.58,575.14,497.47,391.22,305.03,117.23,530.45,594.54,365.38,554.25,0.00,480.40,0.00
272.19,198.35,384.85,340.68,738.20,992.50,553.47,1045.33,848.37,856.72,1050.15,432.31,487.89,680.75,829.52,848.75,486.78,199.73,162.24,753.60,107.34,70.02,353.03,671.08,420.48,772.48,948.12,619.88,822.58,480.40,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
