332.48,772.22,947.97,314.04,920.60,1017.38,808.38,439.12,369.02,202.88,914.97,474.56,0.00,764.00,871.34,410.82,234.49,120.46,603.94,170.99,983.72,1031.02,776.18,211.91,568.03,127.94,857.31,341.84,250.81,767.82,145.18,0.00
937.79,80.06,231.38,471.87,310.61,375.94,50.58,325.17,480.26,630.63,221.01,470.31,764.00,0.00,160.57,363.58,773.65,651.25,160.77,841.40,226.45,298.86,92.32,602.66,259.01,664.89,108.83,606.64,546.05,167.23,729.91,0.00
1076.14,227.37,78.49,601.94,163.71,216.36,161.35,444.89,544.52,761.22,60.46,500.22,871.34,160.57,0.00,460.54,910.27,766.41,294.10,967.73,136.08,159.76,97.85,688.18,313.14,760.29,186.41,658.24,675.10,119.07,856.89,0.00
646.04,389.46,537.20,186.12,520.18,615.72,411.61,80.70,147.98,326.85,504.75,216.34,410.82,363.58,460.54,0.00,481.87,309.46,212.19,518.45,575.77,620.20,365.89,239.45,165.05,302.77,465.74,275.34,244.62,358.88,411.20,0.00
166.26,757.22,988.72,309.62,996.58,1089.93,808.84,469.17,510.27,155.02,963.07,624.76,234.49,773.65,910.27,481.87,0.00,212.97,617.94,114.97,1000.02,1066.43,812.52,384.20,645.64,318.10,846.77,532.70,239.39,826.70,98.01,0.00
358.65,655.39,844.06,193.73,828.30,924.36,694.21,326.35,303.69,104.93,813.03,417.25,120.46,651.25,766.41,309.46,212.97,0.00,490.54,213.29,873.74,926.06,669.80,171.47,472.72,115.09,741.58,320.34,131.48,668.18,118.85,0.00
783.30,177.28,372.09,312.55,406.76,490.88,204.53,164.82,345.43,471.92,349.88,364.95,603.94,160.77,294.10,212.19,617.94,490.54,0.00,681.79,385.46,448.54,197.52,450.79,167.58,508.23,255.63,475.49,386.64,231.80,570.31,0.00
161.49,833.88,1046.04,369.52,1038.62,1134.12,880.43,522.92,513.74,211.87,1017.13,625.45,170.99,841.40,967.73,518.45,114.97,213.29,681.79,0.00,1067.20,1126.46,870.12,366.78,683.14,287.27,922.73,507.24,295.35,874.93,111.49,0.00
1163.89,256.52,104.29,697.78,252.08,253.93,194.33,547.59,672.37,856.83,140.85,634.44,983.72,226.45,136.08,575.77,1000.02,873.74,385.46,1067.20,0.00,100.33,213.10,810.09,440.15,878.39,175.22,789.81,771.93,254.36,955.71,0.00
1231.83,344.10,84.11,759.37,198.10,168.56,277.71,603.55,699.29,918.87,122.88,645.67,1031.02,298.86,159.76,620.20,1066.43,926.06,448.54,1126.46,100.33,0.00,256.53,846.01,469.95,919.21,269.94,808.22,832.93,269.79,1015.40,0.00
978.44,172.05,176.34,504.09,223.70,298.21,122.78,347.21,459.56,663.38,152.37,428.28,776.18,92.32,97.85,365.89,812.52,669.80,197.52,870.12,213.10,256.53,0.00,597.61,227.55,667.45,173.31,578.82,577.27,77.45,759.19,0.00
522.54,627.66,761.98,247.12,719.79,816.62,650.98,296.32,159.06,261.00,726.08,262.71,211.91,602.66,688.18,239.45,384.20,171.47,450.79,366.78,810.09,846.01,597.61,0.00,376.20,84.03,705.16,149.01,232.62,577.46,288.25,0.00
810.47,313.81,385.87,342.29,355.64,451.65,309.46,190.60,232.24,490.74,349.96,211.77,568.03,259.01,313.14,165.05,645.64,472.72,167.58,683.14,440.15,469.95,227.55,376.20,0.00,451.18,367.83,352.16,406.90,201.41,576.24,0.00
445.88,682.65,835.46,257.79,799.52,896.40,711.72,346.41,242.22,218.38,800.74,346.62,127.94,664.89,760.29,302.77,318.10,115.09,508.23,287.27,878.39,919.21,667.45,84.03,451.18,0.00,763.87,220.30,218.96,652.45,220.15,0.00
1007.73,89.58,229.15,555.24,350.05,391.53,58.42,419.14,587.63,710.86,238.68,578.99,857.31,108.83,186.41,465.74,846.77,741.58,255.63,922.73,175.22,269.94,173.31,705.16,367.83,763.87,0.00,714.77,628.77,249.27,811.78,0.00
666.17,649.06,724.96,364.07,655.76,750.34,657.12,352.64,130.21,408.11,685.39,167.43,341.84,606.64,658.24,275.34,532.70,320.34,475.49,507.24,789.81,808.22,578.82,149.01,352.16,220.30,714.77,0.00,368.82,540.30,436.03,0.00
405.27,540.52,753.58,74.18,757.22,850.78,585.35,231.07,302.81,86.22,726.36,413.89,250.81,546.05,675.10,244.62,239.39,131.48,386.64,295.35,771.93,832.93,577.27,232.62,406.90,218.96,628.77,368.82,0.00,587.98,183.87,0.00
992.91,247.26,185.77,517.22,175.53,264.19,200.20,357.58,429.49,673.97,148.63,381.21,767.82,167.23,119.07,358.88,826.70,668.18,231.80,874.93,254.36,269.79,77.45,577.46,201.41,652.45,249.27,540.30,587.98,0.00,765.58,0.00
241.06,723.11,935.26,258.04,931.03,1026.04,769.08,412.01,421.61,101.51,906.81,535.57,145.18,729.91,856.89,411.20,98.01,118.85,570.31,111.49,955.71,1015.40,759.19,288.25,576.24,220.15,811.78,436.03,183.87,765.58,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
